Time (s),Count
0.70488819,2.326758
0.7049649,0
0.70504161,0
0.70511832,0
0.70519503,0
0.70527174,0
0.70534845,0
0.70542516,0
0.70550187,0
0.70557858,0
0.70565529,0
0.705732,3.2731943
0.70580871,0.62181294
0.70588542,0
0.70596213,0
0.70603884,3.9429514
0.70611555,2.6241446
0.70619226,5.1927505
0.70626897,4.3495035
0.70634568,2.946474
0.70642239,5.2231617
0.7064991,3.5930288
0.70657581,5.178379
0.70665252,0
0.70672923,1.628468
0.70680594,1.293365
0.70688265,0
0.70695936,0
0.70703607,0
0.70711278,0
0.70718949,0
0.7072662,0
0.70734291,0
0.70741962,0
0.70749633,1.9170692
0.70757304,0
0.70764975,0
0.70772646,0
0.70780317,1.8985171
0.70787988,4.11673
0.70795659,3.1333702
0.7080333,1.3526906
0.70811001,1.8941895
0.70818672,1.9118903
0.70826343,0
0.70834014,0
0.70841685,0
0.70849356,0
0.70857027,0
0.70864698,0
0.70872369,0.98845947
0.7088004,0
0.70887711,0
0.70895382,0
0.70903053,0
0.70910724,0
0.70918395,0
0.70926066,0
0.70933737,0
0.70941408,0
0.70949079,0
0.7095675,0
0.70964421,1.4154379
0.70972092,0
0.70979763,3.1222491
0.70987434,0
0.70995105,0
0.71002776,0
0.71010447,0
0.71018118,0
0.71025789,0
0.7103346,0
0.71041131,1.037599
0.71048802,0
0.71056473,0
0.71064144,0
0.71071815,0
0.71079486,0
0.71087157,1.6133755
0.71094828,0
0.71102499,0
0.7111017,0
0.71117841,0
0.71125512,0
0.71133183,0
0.71140854,0
0.71148525,0
0.71156196,1.0889736
0.71163867,0
0.71171538,0
0.71179209,0
0.7118688,0
0.71194551,0
0.71202222,0
0.71209893,1.4497827
0.71217564,0
0.71225235,0
0.71232906,0
0.71240577,0
0.71248248,0
0.71255919,0
0.7126359,0
0.71271261,0
0.71278932,0
0.71286603,0
0.71294274,0
0.71301945,0
0.71309616,0
0.71317287,0
0.71324958,0.9243366
0.71332629,1.9891808
0.713403,0
0.71347971,0
0.71355642,0
0.71363313,0
0.71370984,0
0.71378655,0
0.71386326,0
0.71393997,0
0.71401668,0
0.71409339,0
0.7141701,0
0.71424681,1.1547445
0.71432352,0
0.71440023,0
0.71447694,0
0.71455365,1.1326573
0.71463036,0
0.71470707,0
0.71478378,0
0.71486049,0.97671765
0.7149372,2.569914
0.71501391,5.9734216
0.71509062,22.645624
0.71516733,39.98588
0.71524404,57.85477
0.71532075,56.97852
0.71539746,68.038086
0.71547417,49.18443
0.71555088,28.784546
0.71562759,11.881508
0.7157043,4.726076
0.71578101,2.8370068
0.71585772,2.1215277
0.71593443,1.1784337
0.71601114,0
0.71608785,0
0.71616456,0
0.71624127,0
0.71631798,0
0.71639469,1.1965287
0.7164714,0
0.71654811,0
0.71662482,0
0.71670153,0
0.71677824,0
0.71685495,0
0.71693166,0
0.71700837,0
0.71708508,0
0.71716179,0
0.7172385,0.6489785
0.71731521,0
0.71739192,0
0.71746863,0
0.71754534,0
0.71762205,0
0.71769876,0
0.71777547,0
0.71785218,0
0.71792889,0
0.7180056,0
0.71808231,0
0.71815902,0
0.71823573,0
0.71831244,0
0.71838915,0
0.71846586,1.407248
0.71854257,6.749346
0.71861928,0.87664384
0.71869599,0
0.7187727,3.0275095
0.71884941,1.4067155
0.71892612,1.4126744
0.71900283,0
0.71907954,2.5186443
0.71915625,0
0.71923296,0
0.71930967,0
0.71938638,0
0.71946309,0
0.7195398,0
0.71961651,0
0.71969322,0
0.71976993,0
0.71984664,1.1006316
0.71992335,1.2791364
0.72000006,0
0.72007677,0
0.72015348,0
0.72023019,0
0.7203069,0.8194361
0.72038361,0
0.72046032,0
0.72053703,0.760186
0.72061374,0
0.72069045,0
0.72076716,0
0.72084387,0.74068624
0.72092058,0.9465328
0.72099729,0.47086352
0.721074,0
0.72115071,0
0.72122742,0
0.72130413,0
0.72138084,0
0.72145755,2.2123842
0.72153426,0
0.72161097,0.7861983
0.72168768,2.2731733
0.72176439,0
0.7218411,1.4853144
0.72191781,1.5121821
0.72199452,0
0.72207123,1.7545122
0.72214794,0
0.72222465,0
0.72230136,8.400764
0.72237807,15.696985
0.72245478,11.384389
0.72253149,9.790518
0.7226082,18.150156
0.72268491,13.6178875
0.72276162,10.042245
0.72283833,5.3180437
0.72291504,1.9171112
0.72299175,0.63688856
0.72306846,0
0.72314517,0
0.72322188,0
0.72329859,0
0.7233753,0
0.72345201,2.1580195
0.72352872,0
0.72360543,0
0.72368214,0
0.72375885,0
0.72383556,0
0.72391227,0
0.72398898,0
0.72406569,0
0.7241424,0
0.72421911,0
0.72429582,0.7937592
0.72437253,0.53510386
0.72444924,0
0.72452595,0
0.72460266,0
0.72467937,0
0.72475608,0
0.72483279,0
0.7249095,0
0.72498621,0
0.72506292,0
0.72513963,0
0.72521634,0
0.72529305,2.3662271
0.72536976,0
0.72544647,0
0.72552318,0
0.72559989,0
0.7256766,0
0.72575331,0
0.72583002,0
0.72590673,2.7017243
0.72598344,4.1910143
0.72606015,1.3557099
0.72613686,0
0.72621357,0
0.72629028,0
0.72636699,2.5166273
0.7264437,0
0.72652041,0
0.72659712,1.0420315
0.72667383,0
0.72675054,0
0.72682725,0
0.72690396,0
0.72698067,0
0.72705738,1.9000729
0.72713409,0
0.7272108,0
0.72728751,0
0.72736422,0
0.72744093,0
0.72751764,0
0.72759435,0
0.72767106,0
0.72774777,0
0.72782448,0
0.72790119,0
0.7279779,0
0.72805461,0
0.72813132,0
0.72820803,0
0.72828474,0
0.72836145,0
0.72843816,3.8399758
0.72851487,0
0.72859158,1.5268552
0.72866829,0
0.728745,0
0.72882171,0
0.72889842,0
0.72897513,0
0.72905184,0
0.72912855,0
0.72920526,0
0.72928197,0
0.72935868,0
0.72943539,0.9065687
0.7295121,0
0.72958881,0
0.72966552,0
0.72974223,0
0.72981894,0
0.72989565,0
0.72997236,0
0.73004907,0
0.73012578,0
0.73020249,0
0.7302792,0
0.73035591,0
0.73043262,2.0761876
0.73050933,3.7484736
0.73058604,6.0642905
0.73066275,7.7372265
0.73073946,13.866815
0.73081617,8.335078
0.73089288,6.1954174
0.73096959,1.4943304
0.7310463,0.7545122
0.73112301,1.7765449
0.73119972,1.6874832
0.73127643,0
0.73135314,0
0.73142985,0
0.73150656,0
0.73158327,0
0.73165998,0
0.73173669,0
0.7318134,0
0.73189011,0
0.73196682,0
0.73204353,1.9837376
0.73212024,0
0.73219695,0
0.73227366,0
0.73235037,0
0.73242708,0
0.73250379,0
0.7325805,0
0.73265721,0
0.73273392,0
0.73281063,0
0.73288734,0
0.73296405,0.8663698
0.73304076,2.757175
0.73311747,0
0.73319418,0
0.73327089,0
0.7333476,1.6167262
0.73342431,0
0.73350102,0
0.73357773,0
0.73365444,0
0.73373115,0
0.73380786,0
0.73388457,2.6975183
0.73396128,0
0.73403799,0
0.7341147,0
0.73419141,0
0.73426812,0
0.73434483,0
0.73442154,0
0.73449825,0
0.73457496,0
0.73465167,1.0092467
0.73472838,0
0.73480509,0
0.7348818,0
0.73495851,0
0.73503522,0
0.73511193,0
0.73518864,0
0.73526535,0.7647989
0.73534206,0
0.73541877,2.1705415
0.73549548,0
0.73557219,0
0.7356489,0
0.73572561,0
0.73580232,2.6065822
0.73587903,0
0.73595574,1.2049408
0.73603245,3.0393016
0.73610916,9.81895
0.73618587,10.402585
0.73626258,25.732605
0.73633929,17.19998
0.736416,12.879328
0.73649271,9.971442
0.73656942,5.626908
0.73664613,3.4628959
0.73672284,0
0.73679955,0
0.73687626,0
0.73695297,0
0.73702968,0
0.73710639,0
0.7371831,0
0.73725981,2.3095143
0.73733652,2.4342122
0.73741323,1.0405931
0.73748994,0
0.73756665,0
0.73764336,2.6078906
0.73772007,0
0.73779678,0
0.73787349,0
0.7379502,0
0.73802691,0
0.73810362,0
0.73818033,0.75408447
0.73825704,0.8789922
0.73833375,1.9786803
0.73841046,1.0249933
0.73848717,0
0.73856388,0
0.73864059,0
0.7387173,0
0.73879401,0
0.73887072,0
0.73894743,0
0.73902414,1.1714346
0.73910085,0
0.73917756,0
0.73925427,1.3510803
0.73933098,0.8082436
0.73940769,0
0.7394844,0
0.73956111,0
0.73963782,0
0.73971453,0
0.73979124,0
0.73986795,0
0.73994466,0
0.74002137,0
0.74009808,0
0.74017479,0
0.7402515,0
0.74032821,0
0.74040492,0
0.74048163,0
0.74055834,0
0.74063505,0.7408875
0.74071176,0
0.74078847,0
0.74086518,0
0.74094189,0
0.7410186,0
0.74109531,0
0.74117202,0
0.74124873,0
0.74132544,0
0.74140215,0
0.74147886,0
0.74155557,0
0.74163228,0
0.74170899,0
0.7417857,0
0.74186241,0
0.74193912,0
0.74201583,0
0.74209254,2.219899
0.74216925,0
0.74224596,0
0.74232267,0
0.74239938,0
0.74247609,0
0.7425528,0.9256576
0.74262951,3.7806964
0.74270622,1.0221627
0.74278293,4.7691226
0.74285964,3.858922
0.74293635,4.857488
0.74301306,2.182015
0.74308977,3.5908313
0.74316648,1.3745806
0.74324319,0
0.7433199,1.2393485
0.74339661,0
0.74347332,0
0.74355003,0
0.74362674,0
0.74370345,0
0.74378016,0
0.74385687,0
0.74393358,0
0.74401029,0
0.744087,0
0.74416371,0
0.74424042,0
0.74431713,0
0.74439384,2.8696449
0.74447055,0
0.74454726,0
0.74462397,0
0.74470068,0
0.74477739,0
0.7448541,0.40756255
0.74493081,0
0.74500752,0
0.74508423,0
0.74516094,2.0202463
0.74523765,0
0.74531436,0
0.74539107,2.7462258
0.74546778,0.7421665
0.74554449,3.4343758
0.7456212,1.7779372
0.74569791,0
0.74577462,0
0.74585133,0
0.74592804,1.1080372
0.74600475,0
0.74608146,0
0.74615817,0
0.74623488,0
0.74631159,0
0.7463883,0
0.74646501,0
0.74654172,0
0.74661843,0
0.74669514,0
0.74677185,0
0.74684856,0
0.74692527,0
0.74700198,0
0.74707869,0
0.7471554,0
0.74723211,0
0.74730882,1.6749195
0.74738553,0.64621913
0.74746224,0
0.74753895,0
0.74761566,0
0.74769237,0
0.74776908,0
0.74784579,0
0.7479225,0
0.74799921,0
0.74807592,0
0.74815263,0
0.74822934,0
0.74830605,0
0.74838276,0
0.74845947,0
0.74853618,0
0.74861289,0
0.7486896,0.88329476
0.74876631,0
0.74884302,0.85333633
0.74891973,0
0.74899644,0
0.74907315,0
0.74914986,0
0.74922657,0
0.74930328,0
0.74937999,0
0.7494567,0
0.74953341,0
0.74961012,0
0.74968683,0
0.74976354,0
0.74984025,0
0.74991696,0
0.74999367,0
0.75007038,0
0.75014709,0
0.7502238,0
0.75030051,0
0.75037722,0
0.75045393,0
0.75053064,0
0.75060735,0
0.75068406,0.6560823
0.75076077,0
0.75083748,0
0.75091419,0
0.7509909,0
0.75106761,0
0.75114432,0
0.75122103,0
0.75129774,1.3548292
0.75137445,1.1524717
0.75145116,0
0.75152787,1.4150732
0.75160458,0
0.75168129,0
0.751758,0
0.75183471,0
0.75191142,0
0.75198813,0
0.75206484,0
0.75214155,0
0.75221826,0
0.75229497,1.5380477
0.75237168,1.4911475
0.75244839,0
0.7525251,0
0.75260181,0
0.75267852,0
0.75275523,0
0.75283194,1.3444545
0.75290865,0
0.75298536,0
0.75306207,0
0.75313878,0
0.75321549,0
0.7532922,0
0.75336891,0
0.75344562,0
0.75352233,1.5035435
0.75359904,1.1896806
0.75367575,2.6422436
0.75375246,2.8974102
0.75382917,1.0639762
0.75390588,0
0.75398259,3.0184765
0.7540593,4.479519
0.75413601,1.0946013
0.75421272,1.6989231
0.75428943,0
0.75436614,0
0.75444285,0
0.75451956,1.2322196
0.75459627,0
0.75467298,0
0.75474969,0.7321231
0.7548264,0
0.75490311,0
0.75497982,0
0.75505653,0
0.75513324,0
0.75520995,0
0.75528666,0
0.75536337,0
0.75544008,0
0.75551679,0
0.7555935,0
0.75567021,0
0.75574692,0
0.75582363,0
0.75590034,0
0.75597705,0
0.75605376,0
0.75613047,0
0.75620718,0
0.75628389,0
0.7563606,0
0.75643731,0
0.75651402,0
0.75659073,1.3228663
0.75666744,1.2614776
0.75674415,6.7722425
0.75682086,0.9748474
0.75689757,4.2136507
0.75697428,3.7189848
0.75705099,0
0.7571277,3.7562063
0.75720441,0.79392695
0.75728112,0
0.75735783,1.261356
0.75743454,1.5036399
0.75751125,0
0.75758796,0.84500384
0.75766467,0
0.75774138,0
0.75781809,1.1954089
0.7578948,0
0.75797151,0
0.75804822,0
0.75812493,0
0.75820164,1.5459692
0.75827835,0
0.75835506,0
0.75843177,0
0.75850848,3.4887614
0.75858519,0
0.7586619,0
0.75873861,3.2396169
0.75881532,3.8398669
0.75889203,1.9304382
0.75896874,3.1922429
0.75904545,0
0.75912216,1.9586185
0.75919887,3.5743592
0.75927558,0
0.75935229,0
0.759429,1.2132816
0.75950571,0
0.75958242,0
0.75965913,0
0.75973584,0
0.75981255,0
0.75988926,0
0.75996597,0
0.76004268,0
0.76011939,0
0.7601961,0.95488626
0.76027281,0
0.76034952,0
0.76042623,0
0.76050294,0
0.76057965,1.3727272
0.76065636,0
0.76073307,0.85294634
0.76080978,0
0.76088649,0
0.7609632,1.3862679
0.76103991,0
0.76111662,0
0.76119333,0
0.76127004,0
0.76134675,0
0.76142346,0
0.76150017,0
0.76157688,0
0.76165359,0
0.7617303,0
0.76180701,0
0.76188372,0
0.76196043,0
0.76203714,0.78546864
0.76211385,0
0.76219056,3.7488258
0.76226727,0
0.76234398,0
0.76242069,0
0.7624974,0
0.76257411,0
0.76265082,0
0.76272753,0
0.76280424,0
0.76288095,0
0.76295766,0
0.76303437,0
0.76311108,0
0.76318779,0
0.7632645,0
0.76334121,0
0.76341792,0
0.76349463,0
0.76357134,0
0.76364805,0
0.76372476,3.2206328
0.76380147,0
0.76387818,2.8007834
0.76395489,0
0.7640316,0
0.76410831,0
0.76418502,0
0.76426173,0
0.76433844,0
0.76441515,0
0.76449186,0
0.76456857,0
0.76464528,0
0.76472199,0
0.7647987,0
0.76487541,0
0.76495212,0
0.76502883,0
0.76510554,0
0.76518225,0
0.76525896,0.75439477
0.76533567,0
0.76541238,0
0.76548909,0
0.7655658,0
0.76564251,0
0.76571922,0
0.76579593,0
0.76587264,2.1842794
0.76594935,0
0.76602606,0.5696331
0.76610277,0
0.76617948,0
0.76625619,0
0.7663329,0
0.76640961,1.6326658
0.76648632,0
0.76656303,0
0.76663974,0.7988669
0.76671645,0
0.76679316,0
0.76686987,0
0.76694658,0
0.76702329,0
0.7671,0
0.76717671,0
0.76725342,0
0.76733013,0
0.76740684,0.80072886
0.76748355,0
0.76756026,0
0.76763697,0
0.76771368,0
0.76779039,0
0.7678671,0
0.76794381,0.9888872
0.76802052,0
0.76809723,0
0.76817394,0
0.76825065,0
0.76832736,0
0.76840407,0
0.76848078,0
0.76855749,0
0.7686342,0
0.76871091,1.5447196
0.76878762,0
0.76886433,0
0.76894104,0
0.76901775,0
0.76909446,0
0.76917117,0.7576322
0.76924788,0.6657693
0.76932459,1.3917363
0.7694013,0
0.76947801,0.67197984
0.76955472,1.9414712
0.76963143,1.0833837
0.76970814,0
0.76978485,0
0.76986156,0
0.76993827,0
0.77001498,0
0.77009169,0
0.7701684,0
0.77024511,0
0.77032182,0
0.77039853,0
0.77047524,0
0.77055195,0.9806218
0.77062866,1.208216
0.77070537,1.8058659
0.77078208,3.5186737
0.77085879,3.5904078
0.7709355,5.6858563
0.77101221,6.6538515
0.77108892,0
0.77116563,0
0.77124234,0
0.77131905,0
0.77139576,0
0.77147247,0
0.77154918,0
0.77162589,0
0.7717026,0
0.77177931,0
0.77185602,2.571927
0.77193273,0
0.77200944,0
0.77208615,0
0.77216286,0.4327949
0.77223957,0
0.77231628,0
0.77239299,0
0.7724697,0
0.77254641,2.791201
0.77262312,0
0.77269983,0
0.77277654,0
0.77285325,0
0.77292996,0
0.77300667,0
0.77308338,5.961428
0.77316009,9.330285
0.7732368,10.839674
0.77331351,7.8267875
0.77339022,18.99027
0.77346693,12.17512
0.77354364,6.8023224
0.77362035,6.111161
0.77369706,8.111883
0.77377377,0.97564834
0.77385048,2.240032
0.77392719,0
0.7740039,0
0.77408061,0
0.77415732,0
0.77423403,0
0.77431074,0
0.77438745,0
0.77446416,1.3128858
0.77454087,0
0.77461758,0
0.77469429,0
0.774771,0
0.77484771,0
0.77492442,0
0.77500113,0
0.77507784,0
0.77515455,0
0.77523126,0
0.77530797,0
0.77538468,3.7809145
0.77546139,14.415895
0.7755381,21.91832
0.77561481,36.570553
0.77569152,47.655846
0.77576823,81.5673
0.77584494,73.87685
0.77592165,55.7964
0.77599836,38.37798
0.77607507,30.111576
0.77615178,12.255426
0.77622849,12.720797
0.7763052,4.2915325
0.77638191,3.5900304
0.77645862,5.141288
0.77653533,4.149096
0.77661204,0.65181744
0.77668875,0
0.77676546,2.64216
0.77684217,0
0.77691888,0
0.77699559,0
0.7770723,0
0.77714901,0
0.77722572,0.9412448
0.77730243,0
0.77737914,0.5865665
0.77745585,0
0.77753256,0
0.77760927,0
0.77768598,0
0.77776269,0
0.7778394,0
0.77791611,0
0.77799282,0
0.77806953,0
0.77814624,0
0.77822295,0
0.77829966,0
0.77837637,2.0356028
0.77845308,0
0.77852979,0
0.7786065,0
0.77868321,0
0.77875992,0
0.77883663,4.8406215
0.77891334,0
0.77899005,0
0.77906676,0
0.77914347,0
0.77922018,0
0.77929689,0
0.7793736,0
0.77945031,0
0.77952702,0
0.77960373,0
0.77968044,0
0.77975715,1.2047437
0.77983386,2.255653
0.77991057,0
0.77998728,0.81253356
0.78006399,0.90811193
0.7801407,1.9541147
0.78021741,2.7668076
0.78029412,0
0.78037083,0
0.78044754,0
0.78052425,0
0.78060096,0
0.78067767,0
0.78075438,0.50073385
0.78083109,0
0.7809078,0
0.78098451,0
0.78106122,0
0.78113793,0
0.78121464,0
0.78129135,0
0.78136806,0
0.78144477,0
0.78152148,0
0.78159819,0
0.7816749,0
0.78175161,0
0.78182832,0
0.78190503,0
0.78198174,2.314865
0.78205845,0
0.78213516,0
0.78221187,0
0.78228858,6.2783985
0.78236529,0
0.782442,0
0.78251871,0
0.78259542,0
0.78267213,0
0.78274884,0
0.78282555,2.0334852
0.78290226,0.9763528
0.78297897,1.6994599
0.78305568,0
0.78313239,2.343666
0.7832091,2.4777787
0.78328581,5.1990743
0.78336252,3.8929482
0.78343923,0
0.78351594,1.4500637
0.78359265,2.9996812
0.78366936,0
0.78374607,0
0.78382278,0
0.78389949,0
0.7839762,0
0.78405291,0
0.78412962,0
0.78420633,0
0.78428304,0
0.78435975,3.239575
0.78443646,0
0.78451317,0
0.78458988,1.893464
0.78466659,0
0.7847433,0
0.78482001,0
0.78489672,0
0.78497343,0
0.78505014,0
0.78512685,0
0.78520356,0
0.78528027,0
0.78535698,0
0.78543369,0
0.7855104,0
0.78558711,2.824678
0.78566382,0.5298368
0.78574053,4.8553534
0.78581724,1.3868592
0.78589395,6.0623994
0.78597066,0
0.78604737,0.7623415
0.78612408,2.223258
0.78620079,0
0.7862775,0
0.78635421,1.4024758
0.78643092,1.0630326
0.78650763,0
0.78658434,0
0.78666105,0
0.78673776,0
0.78681447,3.2584667
0.78689118,0
0.78696789,0
0.7870446,0
0.78712131,0
0.78719802,3.587942
0.78727473,0
0.78735144,0
0.78742815,2.2151604
0.78750486,0
0.78758157,2.269223
0.78765828,0.9764828
0.78773499,0
0.7878117,0.60192317
0.78788841,1.585493
0.78796512,0
0.78804183,0
0.78811854,0
0.78819525,0.83285946
0.78827196,0
0.78834867,0
0.78842538,0
0.78850209,0
0.7885788,0
0.78865551,0
0.78873222,2.0507162
0.78880893,0
0.78888564,0
0.78896235,0
0.78903906,0
0.78911577,0
0.78919248,0
0.78926919,0
0.7893459,3.135643
0.78942261,0
0.78949932,0
0.78957603,0
0.78965274,0
0.78972945,1.9691526
0.78980616,0
0.78988287,0
0.78995958,0
0.79003629,0
0.790113,0
0.79018971,0
0.79026642,0
0.79034313,0
0.79041984,0
0.79049655,0
0.79057326,0
0.79064997,0
0.79072668,0
0.79080339,6.04846
0.7908801,1.2666147
0.79095681,0
0.79103352,0
0.79111023,0
0.79118694,0
0.79126365,0.99575615
0.79134036,0.63165927
0.79141707,4.1427345
0.79149378,0
0.79157049,0
0.7916472,0
0.79172391,0.90858996
0.79180062,0
0.79187733,0
0.79195404,0
0.79203075,0
0.79210746,1.6852984
0.79218417,0
0.79226088,2.1486387
0.79233759,3.6811512
0.7924143,0
0.79249101,0
0.79256772,0
0.79264443,0
0.79272114,0
0.79279785,0
0.79287456,0
0.79295127,0
0.79302798,0
0.79310469,0.3692507
0.7931814,0
0.79325811,0
0.79333482,0
0.79341153,0
0.79348824,0
0.79356495,0
0.79364166,0
0.79371837,0
0.79379508,0
0.79387179,0
0.7939485,0
0.79402521,0
0.79410192,0
0.79417863,0
0.79425534,0
0.79433205,0
0.79440876,0
0.79448547,0
0.79456218,0
0.79463889,0
0.7947156,0
0.79479231,0
0.79486902,0
0.79494573,0
0.79502244,0
0.79509915,0
0.79517586,0
0.79525257,0
0.79532928,0
0.79540599,0
0.7954827,0
0.79555941,0.6303761
0.79563612,1.6579106
0.79571283,0
0.79578954,0
0.79586625,0
0.79594296,0
0.79601967,0
0.79609638,0
0.79617309,1.1951531
0.7962498,0.67441624
0.79632651,0
0.79640322,0
0.79647993,0
0.79655664,3.5230894
0.79663335,0
0.79671006,0
0.79678677,0
0.79686348,1.1825265
0.79694019,0.92177856
0.7970169,2.3103025
0.79709361,0
0.79717032,2.3749454
0.79724703,5.7285295
0.79732374,0
0.79740045,1.8116697
0.79747716,0.7015105
0.79755387,2.3980308
0.79763058,0
0.79770729,0.8825231
0.797784,0
0.79786071,0
0.79793742,0
0.79801413,0
0.79809084,0
0.79816755,0
0.79824426,0
0.79832097,0
0.79839768,0
0.79847439,2.1353915
0.7985511,0
0.79862781,0
0.79870452,0
0.79878123,0
0.79885794,0
0.79893465,0
0.79901136,0.661148
0.79908807,1.6853236
0.79916478,0
0.79924149,0
0.7993182,0
0.79939491,0
0.79947162,0
0.79954833,0
0.79962504,0
0.79970175,0
0.79977846,0
0.79985517,0
0.79993188,0
0.80000859,0
0.8000853,1.4005091
0.80016201,0
0.80023872,0
0.80031543,0
0.80039214,0
0.80046885,0
0.80054556,3.0995455
0.80062227,4.049081
0.80069898,7.5007043
0.80077569,8.589272
0.8008524,13.742301
0.80092911,3.8966553
0.80100582,6.6916265
0.80108253,3.3767192
0.80115924,2.9849033
0.80123595,0
0.80131266,0
0.80138937,0
0.80146608,1.7455926
0.80154279,0
0.8016195,0
0.80169621,0
0.80177292,1.5401654
0.80184963,0
0.80192634,0
0.80200305,0
0.80207976,2.4762647
0.80215647,0
0.80223318,1.7297202
0.80230989,2.69374
0.8023866,0
0.80246331,3.1538723
0.80254002,0
0.80261673,0.6038941
0.80269344,0
0.80277015,0
0.80284686,1.1173679
0.80292357,0
0.80300028,0
0.80307699,0
0.8031537,0
0.80323041,0.7453913
0.80330712,0
0.80338383,0.8578779
0.80346054,0
0.80353725,0
0.80361396,0
0.80369067,0
0.80376738,0
0.80384409,0
0.8039208,0
0.80399751,1.2531536
0.80407422,0
0.80415093,0
0.80422764,0
0.80430435,0.8074007
0.80438106,0
0.80445777,0
0.80453448,6.525786
0.80461119,0
0.8046879,0
0.80476461,0.5985683
0.80484132,0.66241866
0.80491803,1.7939311
0.80499474,0
0.80507145,0
0.80514816,0
0.80522487,0
0.80530158,0.43250972
0.80537829,0.7441626
0.805455,0
0.80553171,0
0.80560842,0
0.80568513,0
0.80576184,0
0.80583855,0
0.80591526,0
0.80599197,1.3144122
0.80606868,1.1223371
0.80614539,0
0.8062221,0
0.80629881,0
0.80637552,0
0.80645223,0
0.80652894,0
0.80660565,0
0.80668236,0.941748
0.80675907,0
0.80683578,0
0.80691249,0
0.8069892,0
0.80706591,2.662733
0.80714262,0
0.80721933,3.491135
0.80729604,0
0.80737275,0
0.80744946,1.8179054
0.80752617,0
0.80760288,1.034001
0.80767959,0
0.8077563,0
0.80783301,0
0.80790972,0.99478745
0.80798643,1.598778
0.80806314,0
0.80813985,6.436326
0.80821656,2.460837
0.80829327,4.777509
0.80836998,0
0.80844669,0
0.8085234,0
0.80860011,0
0.80867682,0
0.80875353,1.7547638
0.80883024,2.6137447
0.80890695,0
0.80898366,0
0.80906037,0
0.80913708,0
0.80921379,3.7789812
0.8092905,0
0.80936721,0
0.80944392,0.76474434
0.80952063,0
0.80959734,0
0.80967405,0
0.80975076,0
0.80982747,0
0.80990418,0
0.80998089,0
0.8100576,0
0.81013431,0
0.81021102,0
0.81028773,0
0.81036444,0
0.81044115,1.4282911
0.81051786,0.89032304
0.81059457,0
0.81067128,0
0.81074799,0
0.8108247,0
0.81090141,0
0.81097812,0
0.81105483,0
0.81113154,0
0.81120825,0
0.81128496,0
0.81136167,0
0.81143838,1.6714431
0.81151509,0
0.8115918,0
0.81166851,0
0.81174522,0
0.81182193,0
0.81189864,1.4691819
0.81197535,2.1798384
0.81205206,2.1976986
0.81212877,12.38477
0.81220548,5.343666
0.81228219,1.5264485
0.8123589,0
0.81243561,0
0.81251232,1.4919695
0.81258903,0
0.81266574,0
0.81274245,0
0.81281916,0
0.81289587,0
0.81297258,0
0.81304929,0
0.813126,0
0.81320271,0
0.81327942,0
0.81335613,2.1499052
0.81343284,0
0.81350955,0
0.81358626,0
0.81366297,0
0.81373968,0
0.81381639,1.9049207
0.8138931,0
0.81396981,0
0.81404652,0
0.81412323,0
0.81419994,0
0.81427665,0
0.81435336,0
0.81443007,0
0.81450678,0
0.81458349,0
0.8146602,0.9437357
0.81473691,3.2410595
0.81481362,0
0.81489033,0
0.81496704,0
0.81504375,0
0.81512046,0
0.81519717,0.8393468
0.81527388,0
0.81535059,0
0.8154273,0
0.81550401,0
0.81558072,0
0.81565743,0
0.81573414,0
0.81581085,0
0.81588756,0
0.81596427,0
0.81604098,0
0.81611769,0
0.8161944,0
0.81627111,0
0.81634782,0.53436995
0.81642453,0
0.81650124,1.5335187
0.81657795,0
0.81665466,0
0.81673137,1.3675104
0.81680808,0
0.81688479,0
0.8169615,0
0.81703821,0
0.81711492,0
0.81719163,1.9725074
0.81726834,0
0.81734505,0
0.81742176,0
0.81749847,0
0.81757518,0
0.81765189,0
0.8177286,0
0.81780531,0
0.81788202,0
0.81795873,0
0.81803544,0
0.81811215,0
0.81818886,0
0.81826557,0
0.81834228,0
0.81841899,0
0.8184957,1.2362286
0.81857241,0
0.81864912,0
0.81872583,0
0.81880254,0
0.81887925,0
0.81895596,0
0.81903267,0
0.81910938,0
0.81918609,0
0.8192628,2.3218348
0.81933951,1.4233595
0.81941622,0
0.81949293,1.0085086
0.81956964,0
0.81964635,0
0.81972306,0
0.81979977,0
0.81987648,0
0.81995319,0
0.8200299,0
0.82010661,0
0.82018332,0
0.82026003,0
0.82033674,0
0.82041345,3.5500789
0.82049016,0
0.82056687,0
0.82064358,0.97722507
0.82072029,0
0.820797,0
0.82087371,0
0.82095042,0
0.82102713,0
0.82110384,0
0.82118055,0
0.82125726,1.0776302
0.82133397,0
0.82141068,0
0.82148739,0
0.8215641,1.5914477
0.82164081,2.6207395
0.82171752,2.3893292
0.82179423,6.1597223
0.82187094,0
0.82194765,3.0743258
0.82202436,6.9112782
0.82210107,1.7880099
0.82217778,0
0.82225449,0
0.8223312,0
0.82240791,0
0.82248462,1.958912
0.82256133,0
0.82263804,0
0.82271475,0
0.82279146,0
0.82286817,0
0.82294488,0
0.82302159,0
0.8230983,0
0.82317501,0
0.82325172,0
0.82332843,0
0.82340514,1.1134343
0.82348185,0
0.82355856,0
0.82363527,0
0.82371198,0
0.82378869,0
0.8238654,0
0.82394211,0
0.82401882,0
0.82409553,0
0.82417224,0
0.82424895,0
0.82432566,0
0.82440237,0
